"GEONAME
ID","GEO
NAME","GEO
ASCII
name","GEO
ALTERNATE
names",LATITUDE,LONGITUDE,"FEATURE
CLASS","FEATURE CLASS
DESCRIPTION","FEATURE
CODE","FEATURE CODE
DESCRIPTION","COUNTRY
CODE",CC2,"ADMIN 1
code","ADMIN 2
code","ADMIN 3
code","ADMIN 4
code",POPULATION,ELEVATION,"Digital
Elevation Model",TIMEZONE,"MODIFICATION
DATE"
290344,Al MДЃбё©Е«z,Al Mahuz,"Al Mahuz,Al MДЃбё©Е«z,Mahuz,aalmahuz,Ш§ЩЋЩ„Щ’Щ…ЩЋШ§Ш­ЩЏЩ€ШІ",26.21222,50.58889,P,"city, village,...",PPLX,section of populated place,BH,,16,,,,0,,7,Asia/Bahrain,1/18/12
290345,Al MaвЂДЃmД«r,Al Ma`amir,"Al Ma`amir,Al MaвЂДЃmД«r,Ma'amir,MaвЂ™amir,Ш§ЩЋЩ„Щ’Щ…ЩЋШ№ЩЋШ§Щ…ЩђЩЉШ±",26.13333,50.60861,P,"city, village,...",PPL,populated place,BH,,17,,,,0,,2,Asia/Bahrain,5/6/15
290346,Al KhДЃrijД«yah,Al Kharijiyah,"Al Kharijiyah,Al KhДЃrijД«yah,Al-Kharidjiyya,Al-KhДЃridjiyya,Kharijiya,Kharijiyah,KhДЃrijД«yah,aalkharijiat,Ш§ЩЋЩ„Щ’Ш®ЩЋШ§Ш±ЩђШ¬ЩђЩЉЩЋЩ‘Ш©",26.16361,50.60472,P,"city, village,...",PPL,populated place,BH,,16,,,,0,,3,Asia/Bahrain,5/6/15
290347,Al Jufayr,Al Jufayr,"Al Jufayr,Al-Djufayr,Jafair,Jufair,aaljufayr,Ш§ЩЋЩ„Щ’Ш¬ЩЏЩЃЩЋЩЉЩ’Ш±",26.21056,50.61167,P,"city, village,...",PPLX,section of populated place,BH,,16,,,,0,,7,Asia/Bahrain,1/18/12
290348,Al JubaylДЃt,Al Jubaylat,"Al Jubaylat,Al JubaylДЃt,Jabailat,Jubailat,JubailДЃt,aaljubaylaat,Ш§ЩЋЩ„Щ’Ш¬ЩЏШЁЩЋЩЉЩ’Щ„Ш§ЩЋШЄ",26.18194,50.55333,P,"city, village,...",PPL,populated place,BH,,16,,,,0,,9,Asia/Bahrain,5/6/15
290351,Al Jasrah,Al Jasrah,"Al Jasrah,Al-Djasra,Jasra,Jasrah,Jesera,aaljasrat,Ш§ЩЋЩ„Щ’Ш¬ЩЋШіЩ’Ш±ЩЋШ©",26.16222,50.44917,P,"city, village,...",PPL,populated place,BH,,19,,,,0,,4,Asia/Bahrain,11/14/16
290352,Al JanabД«yah,Al Janabiyah,"Al Janabiyah,Al JanabД«yah,Janabiya,Janabiyah,JanДЃbД«yah,aaljanabiat,Ш§ЩЋЩ„Щ’Ш¬ЩЋЩ†ЩЋШЁЩђЩЉЩЋЩ‘Ш©",26.19,50.46778,P,"city, village,...",PPL,populated place,BH,,18,,,,0,,7,Asia/Bahrain,8/6/13
290353,Jabalat al BurhДЃmah,Jabalat al Burhamah,"Al Jabalah,Jabala,Jabalah,Jabalat al Burhamah,Jabalat al BurhДЃmah,jabalat aalburhamat,Ш¬ЩЋШЁЩЋЩ„ЩЋШ© Ш§ЩЋЩ„Щ’ШЁЩЏШ±Щ’Щ‡ЩЋШ§Щ…ЩЋШ©",26.22306,50.54972,P,"city, village,...",PPLX,section of populated place,BH,,16,,,,0,,8,Asia/Bahrain,1/18/12
290354,вЂДЂlД«,`Ali,"`Ali,Ш№ЩЋШ§Щ„ЩђЩЉ,вЂДЂlД«",26.16194,50.51639,P,"city, village,...",PPL,populated place,BH,,18,,,,0,,10,Asia/Bahrain,5/6/15
290356,Al Hujayr,Al Hujayr,"Al Hujayr,Hujair,Husair,aalhujayr,Ш§ЩЋЩ„Щ’Щ‡ЩЏШ¬ЩЋЩЉЩ’Ш±",26.18333,50.55,P,"city, village,...",PPL,populated place,BH,,16,,,,0,,5,Asia/Bahrain,5/6/15
290359,Al Hamalah,Al Hamalah,"Al Hamalah,Al-Hamla,Hamala,Hamalah,aalhamalat,Ш§ЩЋЩ„Щ’Щ‡ЩЋЩ…ЩЋЩ„ЩЋШ©",26.14333,50.45944,P,"city, village,...",PPL,populated place,BH,,18,,,,0,,6,Asia/Bahrain,8/6/13
290360,Al бёЁajar,Al Hajar,"Al Hajar,Al бёЁajar,Hajar,aalhajar,Ш§ЩЋЩ„Щ’Ш­ЩЋШ¬ЩЋШ±",26.21111,50.51389,P,"city, village,...",PPL,populated place,BH,,18,,,,0,,8,Asia/Bahrain,8/6/13
290363,Al бёЁadd,Al Hadd,"Al Hadd,Al Hidd,Al бёЁadd,Al бёЁidd,Hadd,Hidd,aalhad,Ш§ЩЋЩ„Щ’Ш­ЩЋШЇЩ‘",26.24556,50.65417,P,"city, village,...",PPL,populated place,BH,,15,,,,12797,,7,Asia/Bahrain,1/18/12
290364,Ghuraifa,Ghuraifa,"Al Ghurayfah,Gharaifa,Ghuraifa,Ghuraifah,Ghurayfah,aalghurayfat,Ш§ЩЋЩ„Щ’ШєЩЏШ±ЩЋЩЉЩ’ЩЃЩЋШ©",26.20549,50.602,P,"city, village,...",PPLX,section of populated place,BH,,16,,,,0,,6,Asia/Bahrain,11/22/13
290366,Al BusaytД«n,Al Busaytin,"Al Busaytin,Al BusaytД«n,Basatin,BasДЃtД«n,Busaitin,aalbusaytin,Ш§ЩЋЩ„Щ’ШЁЩЏШіЩЋЩЉЩ’ШЄЩђЩЉЩ†",26.26944,50.60778,P,"city, village,...",PPL,populated place,BH,,15,,,,0,2,8,Asia/Bahrain,1/18/12
290368,Al BudayyiвЂ,Al Budayyi`,"Al Buday`,Al Budayyi`,Al BudayyiвЂ,Al BudayвЂ,Badaiya`a,BadaiyaвЂa,Budaia,Budaiya,Buday`ah,Budayya`,BudayyaвЂ,BudayвЂah,Ш§ЩЋЩ„Щ’ШЁЩЏШЇЩЋЩЉЩђЩ‘Ш№",26.21306,50.45,P,"city, village,...",PPL,populated place,BH,,18,,,,0,,5,Asia/Bahrain,8/6/13
290369,Al BidвЂah,Al Bid`ah,"Al Bid`ah,Al BidвЂah,Bid`ah,BidвЂah,Ш§ЩЋЩ„Щ’ШЁЩђШЇЩ’Ш№ЩЋШ©",26.22528,50.53722,P,"city, village,...",PPLX,section of populated place,BH,,16,,,,0,,9,Asia/Bahrain,5/6/15
290375,Al вЂAmar,Al `Amar,"Al `Amar,Al `Umar,Al вЂAmar,Al вЂUmar,Amar,`Amur,Ш§ЩЋЩ„Щ’Ш№ЩЋЩ…ЩЋШ±,вЂAmur",25.98813,50.52791,P,"city, village,...",PPL,populated place,BH,,17,,,,0,,19,Asia/Bahrain,11/8/17
290376,Al вЂAkr,Al `Akr,"'Aqur,Al `Akr,Al `Akur,Al `Aqr,Al `Aqur,Al вЂAkr,Al вЂAkur,Al вЂAqr,Al вЂAqur,Ikur,Ш§ЩЋЩ„Щ’Ш№ЩЋЩѓЩ’Ш±,вЂ™Aqur",26.14306,50.61028,P,"city, village,...",PPL,populated place,BH,,16,,,,0,,4,Asia/Bahrain,5/6/15
290377,Al вЂAdlД«yah,Al `Adliyah,"Al `Adliyah,Al вЂAdlД«yah,Ш§ЩЋЩ„Щ’Ш№ЩЋШЇЩ’Щ„ЩђЩЉЩЋЩ‘Ш©",26.21722,50.54056,P,"city, village,...",PPLX,section of populated place,BH,,16,,,,0,,9,Asia/Bahrain,5/6/15
290384,Ad DЕ«r,Ad Dur,"Ad Dur,Ad DЕ«r,Dar al Manadil,Dur,DДЃr al ManДЃdД«l,aalduwr,Ш§ЩЋЩ„ШЇЩЏЩ‘Щ€Ш±",25.97889,50.61499,P,"city, village,...",PPL,populated place,BH,,17,,,,0,,4,Asia/Bahrain,11/8/17
290385,Ad DirДЃz,Ad Diraz,"Ad Diraz,Ad DirДЃz,Diraz,aaldiraz,Ш§ЩЋЩ„ШЇЩђЩ‘Ш±ЩЋШ§ШІ",26.21806,50.47056,P,"city, village,...",PPL,populated place,BH,,18,,,,0,,12,Asia/Bahrain,8/6/13
290386,Ad Dayr,Ad Dayr,"Ad Dayr,Dair,Dair-ar-Rahib,Dair-ar-RДЃhib,Dayr ar Rahib,Dayr ar RДЃhib,aaldayr,Ш§ЩЋЩ„ШЇЩЋЩ‘ЩЉЩ’Ш±",26.28417,50.62361,P,"city, village,...",PPL,populated place,BH,,15,,,,0,,9,Asia/Bahrain,1/18/12
290392,AbЕ« ЕћaybiвЂ,Abu Saybi`,"Abu Saibi',Abu SaibiвЂ™,Abu Saybi`,AbЕ« ЕћaybiвЂ,ШЈЩЋШЁЩЏЩ€ ШµЩЋЩЉЩ’ШЁЩђШ№",26.2175,50.50694,P,"city, village,...",PPL,populated place,BH,,18,,,,0,,9,Asia/Bahrain,8/6/13
290395,AbЕ« BahДЃm,Abu Baham,"Abu Baham,AbЕ« BahДЃm,aabu baham,ШЈЩЋШЁЩЏЩ€ ШЁЩЋЩ‡ЩЋШ§Щ…",26.2075,50.54417,P,"city, village,...",PPL,populated place,BH,,16,,,,0,,7,Asia/Bahrain,5/6/15
385036,As Sahlah al FawqД«yah,As Sahlah al Fawqiyah,"As Sahlah al Fawqiyah,As Sahlah al FawqД«yah,Sahlat al Fuqiyah,Sahlat al FЕ«qД«yah,Sihlatal Fukiya,aalsahlat aalfawqiat,Ш§ЩЋЩ„ШіЩЋЩ‘Щ‡Щ’Щ„ЩЋШ© Ш§ЩЋЩ„Щ’ЩЃЩЋЩ€Щ’Щ‚ЩђЩЉЩЋЩ‘Ш©",26.20556,50.53056,P,"city, village,...",PPLX,section of populated place,BH,,18,,,,0,,9,Asia/Bahrain,8/7/13
385037,As Sahlat al бёЁadrД«yah,As Sahlat al Hadriyah,"As Sahlat al Hadriyah,As Sahlat al бёЁadrД«yah,Sahlat al Hadriyah,Sahlat al `Awdah,Sahlat al бёЁadrД«yah,Sahlat al вЂAwdah,Sahlat-al-`Audah,Sahlat-al-вЂAudah,Sahlat-as-Saghirah,Sahlat-as-SaghД«rah,Sihlatal Hadriya,aalsahlat aalhadriat,Ш§ЩЋЩ„ШіЩЋЩ‘Щ‡Щ’Щ„ЩЋШ© Ш§ЩЋЩ„Щ’Ш­ЩЋШЇЩ’Ш±ЩђЩЉЩЋЩ‘Ш©",26.20167,50.53583,P,"city, village,...",PPLX,section of populated place,BH,,18,,,,0,,6,Asia/Bahrain,8/7/13
385038,Ar RifДЃвЂ,Ar Rifa',"Ar Rifa,Ar Rifa`,Ar RifДЃвЂ,Riffa,Ш§ЩЋЩ„Ш±ЩђЩ‘ЩЃЩЋШ§Ш№",26.13,50.555,P,"city, village,...",PPL,populated place,BH,,17,,,,79550,,43,Asia/Bahrain,5/6/15
385042,Al QalвЂah,Al Qal`ah,"Al Qal`ah,Al QalвЂah,Ш§ЩЋЩ„Щ’Щ‚ЩЋЩ„Щ’Ш№ЩЋШ©",25.98083,50.53056,P,"city, village,...",PPL,populated place,BH,,17,,,,0,,61,Asia/Bahrain,1/19/12
8643013,Seef,Seef,,26.23967,50.53685,P,"city, village,...",PPL,populated place,BH,,16,,,,0,,-9999,Asia/Bahrain,11/18/13
8643327,Al Juffair,Al Juffair,,26.21111,50.60111,P,"city, village,...",PPLX,section of populated place,BH,,16,,,,0,,10,Asia/Bahrain,12/30/14
11048876,A'ali,A'ali,,26.16298,50.51594,P,"city, village,...",PPLX,section of populated place,BH,,11,,,,0,0,10,Asia/Bahrain,1/19/16
11048877,Abu Saiba,Abu Saiba,,26.21782,50.50199,P,"city, village,...",PPLX,section of populated place,BH,,5,,,,0,0,8,Asia/Bahrain,1/19/16
11048878,Adliya,Adliya,,26.21604,50.58458,P,"city, village,...",PPLX,section of populated place,BH,,2,,,,0,0,10,Asia/Bahrain,1/19/16
11874014,Beit Al Quran,Beit Al Quran,,26.2397,50.5917,P,"city, village,...",PPLH,historical populated place,BH,,16,,,,0,,-9999,Asia/Bahrain,5/15/18
11704230,Artist Nasser AlYousif House,Artist Nasser AlYousif House,,26.23046,50.57995,R,"road, railroad ",RD,road,BH,,2,,,,0,,9,Asia/Bahrain,10/4/17
290094,Ећuwayfirah,Suwayfirah,"Saafra Race Course,Suwayfirah,Swaifera,suayfirat,Ећuwayfirah,ШµЩЏЩ€ЩЋЩЉЩ’ЩЃЩђШ±ЩЋШ©",26.11667,50.55,S,"spot, building, farm",RECR,racetrack,BH,,17,,,,0,,26,Asia/Bahrain,1/18/12
290102,Sitrah,Sitrah,"Port of Sitra,Port of Sitrah,Sitra,Sitra Oil Loading Terminal,Sitra Terminal,Sitrah,Sitrah Anchorage,sitrat,ШіЩђШЄЩ’Ш±ЩЋШ©",26.14444,50.64194,S,"spot, building, farm",TRMO,oil pipeline terminal,BH,,17,,,,0,,6,Asia/Bahrain,5/6/15
290109,QalвЂat Shaykh KhДЃlid,Qal`at Shaykh Khalid,"Qal`at Shaykh Khalid,QalвЂat Shaykh KhДЃlid,Щ‚ЩЋЩ„Щ’Ш№ЩЋШ© ШґЩЋЩЉЩ’Ш® Ш®ЩЋШ§Щ„ЩђШЇ",26.16667,50.6,S,"spot, building, farm",FT,fort,BH,,16,,,,0,,-9999,Asia/Bahrain,5/6/15
290130,Salbah,Salbah,"Salba,Salbah,salbat,ШіЩЋЩ„Щ’ШЁЩЋШ©",26.11667,50.61667,S,"spot, building, farm",RUIN,ruin(s),BH,,17,,,,0,,1,Asia/Bahrain,5/6/15
290156,QalвЂat вЂArДЃd,Qal`at `Arad,"Arad Fort,Qal`at `Arad,QalвЂat вЂArДЃd,Щ‚ЩЋЩ„Щ’Ш№ЩЋШ© Ш№ЩЋШ±ЩЋШ§ШЇ",26.2525,50.62694,S,"spot, building, farm",FT,fort,BH,,15,,,,0,,1,Asia/Bahrain,1/18/12
290157,QalвЂat al вЂAjДЃj,Qal`at al `Ajaj,"Fort of Bahrain,Qal'at al Farangi,Qal`at al `Ajaj,Qalat Al-Bahrain,QalвЂat al вЂAjДЃj,QalвЂ™at al Farangi,Щ‚ЩЋЩ„Щ’Ш№ЩЋШ© Ш§ЩЋЩ„Щ’Ш№ЩЋШ¬ЩЋШ§Ш¬",26.23333,50.51667,S,"spot, building, farm",RUIN,ruin(s),BH,,5,,,,0,,8,Asia/Bahrain,1/18/12
290158,QalвЂat AbЕ« MДЃhir,Qal`at Abu Mahir,"Abu Mahir,Abu Mahir Fort,Abu Mahur,Abu Mahur Fort,Abu MДЃhur Fort,Bu Maher Fort,Muharraq Fort,Qal`at Abu Mahir,QalвЂat AbЕ« MДЃhir,Щ‚ЩЋЩ„Щ’Ш№ЩЋШ© ШЈЩЋШЁЩЏЩ€ Щ…ЩЋШ§Щ‡ЩђШ±",26.24139,50.61361,S,"spot, building, farm",FT,fort,BH,,15,,,,0,,3,Asia/Bahrain,8/22/17
290233,Jabal Camp,Jabal Camp,"Jabal Camp,Jebal,Ш¬ЩЋШЁЩЋЩ„ Ш№ЩЋЩ…Щ’Щѕ",26.03333,50.55,S,"spot, building, farm",CMPO,oil camp,BH,,17,,,,0,,77,Asia/Bahrain,1/18/12
290246,Hamalah Camp,Hamalah Camp,"Hamala Camp,Hamalah Camp,Щ‡ЩЋЩ…ЩЋЩ„ЩЋШ© Ш№ЩЋЩ…Щ’Щѕ",26.15,50.48333,S,"spot, building, farm",INSM,military installation,BH,,18,,,,0,,16,Asia/Bahrain,10/1/14
290254,бёЁДЃlah,Halah,"Halah,Halat,halat,Ш­ЩЋШ§Щ„ЩЋШ©,бёЁДЃlah,бёЁДЃlДЃt",26.16667,50.61667,S,"spot, building, farm",LDNG,landing,BH,,16,,,,0,,4,Asia/Bahrain,5/6/15
290276,QalвЂat al BuqayshД«,Qal`at al Buqayshi,"Kala'at al Bakaishi,KalaвЂ™at al Bakaishi,Qal`at al Buqayshi,QalвЂat al BuqayshД«,Щ‚ЩЋЩ„Щ’Ш№ЩЋШ© Ш§ЩЋЩ„Щ’ШЁЩЏЩ‚ЩЋЩЉЩ’ШґЩђЩЉ",26.06667,50.48333,S,"spot, building, farm",HSTS,historical site,BH,,18,,,,0,,3,Asia/Bahrain,11/8/17
290288,Bahrain International Airport,Bahrain International Airport,"Aeroport Internacional de Bahrain,Aeroport international de Bahrain,Aeroport international de Bahrein,Aeroporto Internacional do Bahrain,Aeroporto Internazionale del Bahrein,Aeropuerto Internacional de Barein,Aeropuerto Internacional de BarГ©in,AГ©roport international de Bahrain,AГ©roport international de BahreГЇn,BAH,Bahrain International Airport,Bahraingo nazioarteko aireportua,Bahrainin kansainvaelinen lentoasema,Bahrainin kansainvГ¤linen lentoasema,Bahreini nemzetkoezi repueloter,Bahreini nemzetkГ¶zi repГјlЕ‘tГ©r,Bahreino tarptautinis oro uostas,Bakhrejn,Bandar Udara Internasional Bahrain,Diethnes Aerodromio tou Bachrein,Flughafen Bahrain,Internationale luchthaven van Bahrein,Lapangan Terbang Antarabangsa Bahrain,Matar al Bahrayn ad Dawli,MaЕЈДЃr al Baбё©rayn ad DawlД«,Mezhdunarodnyj aehroport Bakhrejn,OBBI,Port lotniczy Bahrajn,San bay quoc te Bahrain,SГўn bay quб»‘c tбєї Bahrain,Zracna luka Bahrein,ZraДЌna luka Bahrein,ba lin guo ji ji chang,baharaina antararastriya vimanatala,baharina antarrastriya vimanaksetra,balein gugjegonghang,baren guo ji kong gang,matar aalbahrayn aaldawli,mtar albhryn aldwly,tha xakasyan nanachati bahren,О”О№ОµОёОЅО­П‚ О‘ОµПЃОїОґПЃПЊОјО№Ої П„ОїП… ОњПЂО±П‡ПЃО­О№ОЅ,Р‘Р°С…СЂРµР№РЅ,РњРµР¶РґСѓРЅР°СЂРѕРґРЅС‹Р№ Р°СЌСЂРѕРїРѕСЂС‚ Р‘Р°С…СЂРµР№РЅ,Р¤СѓСЂСѓРґРіРѕТіРё Р‘Р°Р№РЅвЂЊР°Р»РјРёР»Р»Р°Р»РёРё Р‘Р°ТіСЂР°Р№РЅ,ЩЃШ±Щ€ШЇЪЇШ§Щ‡ ШЁЫЊЩ†вЂЊШ§Щ„Щ…Щ„Щ„ЫЊ ШЁШ­Ш±ЫЊЩ†,Щ…Ш·Ш§Ш± Ш§Щ„ШЁШ­Ш±ЩЉЩ† Ш§Щ„ШЇЩ€Щ„ЩЉ,Щ…ЩЋШ·ЩЋШ§Ш± Ш§ЩЋЩ„Щ’ШЁЩЋШ­Щ’Ш±ЩЋЩЉЩ’Щ† Ш§ЩЋЩ„ШЇЩЋЩ‘Щ€Щ’Щ„ЩђЩЉ,а¤¬а¤№а¤°аҐЂа¤Ё а¤…а¤ЁаҐЌа¤¤а¤°аҐЌа¤°а¤ѕа¤·аҐЌа¤џаҐЌа¤°аҐЂа¤Ї а¤µа¤їа¤®а¤ѕа¤Ёа¤•аҐЌа¤·аҐ‡а¤¤аҐЌа¤°,а¤¬а¤№а¤°аҐ€а¤Ё а¤†а¤‚а¤¤а¤°а¤°а¤ѕа¤·аҐЌа¤џаҐЌа¤°аҐЂа¤Ї а¤µа¤їа¤®а¤ѕа¤Ёа¤¤а¤і,аё—а№€аёІаё­аёІаёЃаёІаёЁаёўаёІаё™аё™аёІаё™аёІаёЉаёІаё•аёґаёљаёІаё«а№Ња№ЂаёЈаё™,гѓђгѓјгѓ¬гѓјгѓіе›Ѕйљ›з©єжёЇ,е·ґжћ—е›Ѕй™…жњєењє,л°”л €мќё кµ­м њкіµн•­",26.27083,50.63361,S,"spot, building, farm",AIRP,airport,BH,BH,15,,,,0,1,5,Asia/Bahrain,11/17/13
290313,Ar RifДЃвЂ al GharbД« Camp,Ar Rifa` al Gharbi Camp,"Ar Rifa' Camp,Ar Rifa` al Gharbi Camp,Ar RifДЃвЂ al GharbД« Camp,Ar RifДЃвЂ™ Camp,Rifa'a Camp,RifaвЂ™a Camp,West Rifa' Camp,West RifДЃвЂ™ Camp,Ш§ЩЋЩ„Ш±ЩђЩ‘ЩЃЩЋШ§Ш№ Ш§ЩЋЩ„Щ’ШєЩЋШ±Щ’ШЁЩђЩЉ Ш№ЩЋЩ…Щ’Щѕ",26.11667,50.58333,S,"spot, building, farm",CMPO,oil camp,BH,,17,,,,0,,29,Asia/Bahrain,1/18/12
290321,An NДЃЕџirД«yah,An Nasiriyah,"An Nasiriyah,An NДЃЕџirД«yah,aalnaasiriat,Ш§ЩЋЩ„Щ†ЩЋЩ‘Ш§ШµЩђШ±ЩђЩЉЩЋЩ‘Ш©",26.08333,50.48333,S,"spot, building, farm",BLDG,building(s),BH,,18,,,,0,,4,Asia/Bahrain,8/6/13
290326,Al QalвЂah,Al Qal`ah,"Al Qal`ah,Al QalвЂah,Manama Fort,Manamah Fort,ManДЃmah Fort,Qal'at-ad-Diwan,QalвЂ™at-ad-DД«wДЃn,Ш§ЩЋЩ„Щ’Щ‚ЩЋЩ„Щ’Ш№ЩЋШ©",26.21667,50.58333,S,"spot, building, farm",FT,fort,BH,,16,,,,0,,8,Asia/Bahrain,1/18/12
290343,Al MakhrЕ«q,Al Makhruq,"Al Mahruq,Al Makhruq,Al MakhrЕ«q,Al Maбё©rЕ«q,Makhruq,MakhrЕ«q,aalmakhruq,Ш§ЩЋЩ„Щ’Щ…ЩЋШ®Щ’Ш±ЩЏЩ€Щ‚",26.1,50.58333,S,"spot, building, farm",RUIN,ruin(s),BH,,17,,,,0,,28,Asia/Bahrain,1/18/12
290350,Al JazДЃвЂ™ir,Al Jaza'ir,"Al Jaza'ir,Al JazДЃвЂ™ir,Jazair,Jazayir,JazДЃir,aaljazayir,Ш§ЩЋЩ„Щ’Ш¬ЩЋШІЩЋШ§Ш¦ЩђШ±",25.96722,50.45944,S,"spot, building, farm",RUIN,ruin(s),BH,,17,,,,0,,2,Asia/Bahrain,1/18/12
290374,Al вЂAqДЃrД«yah,Al `Aqariyah,"'Aqariyah,Akariya,Al `Aqariyah,Al вЂAqДЃrД«yah,`Akariyah,Ш§ЩЋЩ„Щ’Ш№ЩЋЩ‚ЩЋШ§Ш±ЩђЩЉЩЋЩ‘Ш©,вЂAkarД«yah,вЂ™AqДЃrД«yah",26.1,50.48333,S,"spot, building, farm",LDNG,landing,BH,,18,,,,0,,5,Asia/Bahrain,8/6/13
290378,Al вЂAdДЃвЂ™im,Al `Ada'im,"Al `Ada'im,Al вЂAdДЃвЂ™im,`Ada'im,Ш§ЩЋЩ„Щ’Ш№ЩЋШЇЩЋШ§Ш¦ЩђЩ…,вЂAdДЃвЂ™im",25.99,50.48167,S,"spot, building, farm",RUIN,ruin(s),BH,,17,,,,0,,0,Asia/Bahrain,1/18/12
385039,JДЃmiвЂat al KhalД«j al вЂArabД«,Jami`at al Khalij al `Arabi,"Jami`at al Khalij al `Arabi,JДЃmiвЂat al KhalД«j al вЂArabД«,Ш¬ЩЋШ§Щ…ЩђШ№ЩЋШ© Ш§ЩЋЩ„Щ’Ш®ЩЋЩ„ЩђЩЉШ¬ Ш§ЩЋЩ„Щ’Ш№ЩЋШ±ЩЋШЁЩђЩЉ",26.05167,50.51333,S,"spot, building, farm",SCH,school,BH,,17,,,,0,,25,Asia/Bahrain,1/19/12
392735,Sakhir Airbase,Sakhir Airbase,"Awali,Awwal,Sakhir Airbase,aawal,ШЈЩЋЩ€ЩЋЩ„",26.03485,50.52448,S,"spot, building, farm",AIRF,airfield,BH,,17,,,,0,25,13,Asia/Bahrain,4/7/18
6493879,Ramada Manama City Centre Bahrain,Ramada Manama City Centre Bahrain,,26.23754,50.55366,S,"spot, building, farm",HTL,hotel,BH,,2,,,,0,,-9999,Asia/Bahrain,5/23/16
6499636,Mercure Grand Hotel Seef 4,Mercure Grand Hotel Seef 4,,26.2227,50.5778,S,"spot, building, farm",HTL,hotel,BH,,2,,,,0,,9,Asia/Bahrain,4/14/07
6500594,Moevenpick Hotel Bahrain,Moevenpick Hotel Bahrain,,26.2644,50.6247,S,"spot, building, farm",HTL,hotel,BH,,15,,,,0,,-1,Asia/Bahrain,4/14/07
6503279,Novotel Al Dana Resort Bahrain,Novotel Al Dana Resort Bahrain,,26.24,50.59,S,"spot, building, farm",HTL,hotel,BH,,2,,,,0,,5,Asia/Bahrain,4/14/07
6518166,Sheraton Bahrain Htl And Tower,SHERATON BAHRAIN HTL AND TOWER,,26.2166,50.5666,S,"spot, building, farm",HTL,hotel,BH,,2,,,,0,,7,Asia/Bahrain,4/12/07
6519219,Elite Grande Hotel,ELITE GRANDE HOTEL,,26.0668,50.5114,S,"spot, building, farm",HTL,hotel,BH,,8,,,,0,,23,Asia/Bahrain,4/15/07
6519258,Banyan Tree Desert Spa Resort,BANYAN TREE DESERT SPA RESORT,,26.2166,50.5666,S,"spot, building, farm",HTL,hotel,BH,,2,,,,0,,7,Asia/Bahrain,4/15/07
6521203,Metropolitan Hotel,METROPOLITAN HOTEL,,26.2166,50.5666,S,"spot, building, farm",HTL,hotel,BH,,2,,,,0,,7,Asia/Bahrain,4/15/07
6521351,Grand Hotel Bahrain,GRAND HOTEL BAHRAIN,,26.2166,50.5666,S,"spot, building, farm",HTL,hotel,BH,,2,,,,0,,7,Asia/Bahrain,4/15/07
6521450,Windsor Tower Hotel,WINDSOR TOWER HOTEL,,26.2166,50.5666,S,"spot, building, farm",HTL,hotel,BH,,2,,,,0,,7,Asia/Bahrain,4/15/07
6521991,Elite Royale   Luxury Apartment,ELITE ROYALE   LUXURY APARTMENT,,26.0668,50.5114,S,"spot, building, farm",HTL,hotel,BH,,8,,,,0,,23,Asia/Bahrain,4/14/07
6522325,Elite Four   Luxury Apartments,ELITE FOUR   LUXURY APARTMENTS,,26.0668,50.5114,S,"spot, building, farm",HTL,hotel,BH,,8,,,,0,,23,Asia/Bahrain,4/14/07
6529268,Best Western Juffair Hotel,BEST WESTERN JUFFAIR HOTEL,,26.2166,50.5666,S,"spot, building, farm",HTL,hotel,BH,,2,,,,0,,7,Asia/Bahrain,4/14/07
6529271,Ritz-Carlton Bahrain Hotel-Spa,RITZ-CARLTON BAHRAIN HOTEL-SPA,,26.2166,50.5666,S,"spot, building, farm",HTL,hotel,BH,,2,,,,0,,7,Asia/Bahrain,4/14/07
6942066,Qal'at al-Bahrain,Qal'at al-Bahrain,"Bahrain Fort,Fort of Bahrain,Portugal Fort,Portuguese Fort",26.23344,50.52,S,"spot, building, farm",FT,fort,BH,,16,,,,0,,12,Asia/Bahrain,8/22/17
7645592,Habayan Mediumwave Transmitter,Habayan Mediumwave Transmitter,,26.03549,50.62567,S,"spot, building, farm",TOWR,tower,BH,,13,,,,0,,4,Asia/Bahrain,1/11/11
